Class Name,Config Option,Description
CheckpointingOptions,execution.checkpointing.unaligned.forced,"Forces unaligned checkpoints, particularly allowing them for iterative jobs."
CheckpointingOptions,execution.checkpointing.unaligned.interruptible-timers.enabled,"Allows unaligned checkpoints to skip timers that are currently being fired. For this feature to be enabled, it must be also supported by the operator. Currently this is supported by all TableStreamOperators and CepOperator."
CheckpointingOptions,execution.checkpointing.checkpoints-after-tasks-finish,"Feature toggle for enabling checkpointing even if some of tasks have finished. Before you enable it, please take a look at <a href=""{{.Site.BaseURL}}{{.Site.LanguagePrefix}}/docs/dev/datastream/fault-tolerance/checkpointing/#checkpointing-with-parts-of-the-graph-finished-beta"">the important considerations</a>"
CheckpointingOptions,execution.checkpointing.unaligned.max-subtasks-per-channel-state-file,Defines the maximum number of subtasks that share the same channel state file. It can reduce the number of small files when enable unaligned checkpoint. Each subtask will create a new channel state file when this is configured to 1.
HistoryServerOptions,historyserver.archive.fs.refresh-interval,Interval for refreshing the archived job directories.
HistoryServerOptions,historyserver.archive.fs.dir,Comma separated list of directories to fetch archived jobs from. The history server will monitor these directories for archived jobs. You can configure the JobManager to archive jobs to a directory via `jobmanager.archive.fs.dir`.
HistoryServerOptions,historyserver.archive.clean-expired-jobs,Whether HistoryServer should cleanup jobs that are no longer present `historyserver.archive.fs.dir`.
HistoryServerOptions,historyserver.log.taskmanager.url-pattern,"Pattern of the log URL of TaskManager. The HistoryServer will generate actual URLs from it, with replacing the special placeholders, `&lt;jobid&gt;` and `&lt;tmid&gt;`, to the id of job and TaskManager respectively. Only http / https schemes are supported."
HistoryServerOptions,historyserver.log.jobmanager.url-pattern,"Pattern of the log URL of JobManager. The HistoryServer will generate actual URLs from it, with replacing the special placeholders, `&lt;jobid&gt;`, to the id of job. Only http / https schemes are supported."
HistoryServerOptions,historyserver.web.tmpdir,Local directory that is used by the history server REST API for temporary files.
HistoryServerOptions,historyserver.web.address,Address of the HistoryServer's web interface.
HistoryServerOptions,historyserver.web.port,Port of the HistoryServers's web interface.
HistoryServerOptions,historyserver.web.refresh-interval,The refresh interval for the HistoryServer web-frontend.
HistoryServerOptions,historyserver.web.ssl.enabled,Enable HTTPs access to the HistoryServer web frontend. This is applicable only when the global SSL flag security.ssl.enabled is set to true.
HistoryServerOptions,historyserver.archive.retained-jobs,"The maximum number of jobs to retain in each archive directory defined by `historyserver.archive.fs.dir`. If set to `-1`(default), there is no limit to the number of archives. If set to `0` or less than `-1` HistoryServer will throw an <code class=""highlighter-rouge"">IllegalConfigurationException</code>."
ClusterOptions,cluster.registration.initial-timeout,Initial registration timeout between cluster components.
ClusterOptions,cluster.registration.max-timeout,Maximum registration timeout between cluster components.
ClusterOptions,cluster.registration.error-delay,The pause made after an registration attempt caused an exception (other than timeout).
ClusterOptions,cluster.registration.refused-registration-delay,The pause made after the registration attempt was refused.
ClusterOptions,cluster.services.shutdown-timeout,The shutdown timeout for cluster services like executors.
ClusterOptions,cluster.io-pool.size,The size of the IO executor pool used by the cluster to execute blocking IO operations (Master as well as TaskManager processes). By default it will use 4 * the number of CPU cores (hardware contexts) that the cluster process has access to. Increasing the pool size allows to run more IO operations concurrently.
ClusterOptions,cluster.evenly-spread-out-slots,"Enable the slot spread out allocation strategy. This strategy tries to spread out the slots evenly across all available <code class=""highlighter-rouge"">TaskExecutors</code>."
ClusterOptions,cluster.processes.halt-on-fatal-error,"Whether processes should halt on fatal errors instead of performing a graceful shutdown. In some environments (e.g. Java 8 with the G1 garbage collector), a regular graceful shutdown can lead to a JVM deadlock. See <a href=""https://issues.apache.org/jira/browse/FLINK-16510"">FLINK-16510</a> for details."
ClusterOptions,cluster.intercept-user-system-exit,"Flag to check user code exiting system by terminating JVM (e.g., System.exit()). Note that this configuration option can interfere with <code class=""highlighter-rouge"">cluster.processes.halt-on-fatal-error</code>: In intercepted user-code, a call to System.exit() will not cause the JVM to halt, when <code class=""highlighter-rouge"">THROW</code> is configured."
ClusterOptions,cluster.thread-dump.stacktrace-max-depth,The maximum stacktrace depth of TaskManager and JobManager's thread dump web-frontend displayed.
ClusterOptions,fine-grained.shuffle-mode.all-blocking,Whether to convert all PIPELINE edges to BLOCKING when apply fine-grained resource management in batch jobs.
ClusterOptions,cluster.uncaught-exception-handling,"Defines whether cluster will handle any uncaught exceptions by just logging them (LOG mode), or by failing job (FAIL mode)"
ClusterOptions,process.working-dir,"Local working directory for Flink processes. The working directory can be used to store information that can be used upon process recovery. If not configured, then it will default to a randomly picked temporary directory defined via <code class=""highlighter-rouge"">io.tmp.dirs</code>."
ClusterOptions,process.jobmanager.working-dir,"Working directory for Flink JobManager processes. The working directory can be used to store information that can be used upon process recovery. If not configured, then it will default to <code class=""highlighter-rouge"">process.working-dir</code>."
ClusterOptions,process.taskmanager.working-dir,"Working directory for Flink TaskManager processes. The working directory can be used to store information that can be used upon process recovery. If not configured, then it will default to <code class=""highlighter-rouge"">process.working-dir</code>."
TaskManagerOptionsInternal,internal.taskmanager.resource-id.metadata,**DO NOT USE** The metadata of TaskManager's ResourceID to be used for logging.
TaskManagerOptionsInternal,internal.taskmanager.node-id,ID of the node where the TaskManager is located on.
